Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung,ISIN
LAGR B,LAGERCRANTZ GROUP CLASS B,IT,Aktien,"2.767.365,24","0,03","2.767.365,24","144.291,00","19,18",Schweden,Nasdaq Omx Nordic,SEK,SE0014990966
FNTN,FREENET AG,Kommunikation,Aktien,"2.750.765,20","0,03","2.750.765,20","97.892,00","28,10",Deutschland,Xetra,EUR,DE000A0Z2ZZ5
ITV,ITV PLC,Kommunikation,Aktien,"2.749.155,18","0,03","2.749.155,18","2.917.714,00","0,94",Vereinigtes Königreich,London Stock Exchange,GBP,GB0033986497
TUI1,TUI N AG,Zyklische Konsumgüter ,Aktien,"2.719.796,36","0,03","2.719.796,36","338.199,00","8,04",Vereinigtes Königreich,Xetra,EUR,DE000TUAG505
IVG,IVECO GROUP NV,Industrie,Aktien,"2.718.016,88","0,03","2.718.016,88","145.232,00","18,72",Italien,Borsa Italiana,EUR,NL0015000LU4
ALLN,ALLREAL HOLDING AG,Immobilien,Aktien,"2.713.595,18","0,03","2.713.595,18","12.977,00","209,11",Schweiz,SIX Swiss Exchange,CHF,CH0008837566
BBOX,TRITAX BIG BOX REIT PLC,Immobilien,Aktien,"2.705.957,38","0,03","2.705.957,38","1.645.778,00","1,64",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BG49KP99
NDX1,NORDEX,Industrie,Aktien,"2.680.596,00","0,03","2.680.596,00","94.056,00","28,50",Deutschland,Xetra,EUR,DE000A0D6554
MSIFT,CASH COLLATERAL EUR MSIFT,Cash und/oder Derivate,Cash Collateral and Margins,"2.667.000,00","0,03","2.667.000,00","2.667.000,00","100,00",Europäische Union,-,EUR,
INCH,INCHCAPE PLC,Zyklische Konsumgüter ,Aktien,"2.665.134,50","0,03","2.665.134,50","307.702,00","8,66",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B61TVQ02
NTGY,NATURGY ENERGY GROUP SA,Versorger,Aktien,"2.647.130,40","0,03","2.647.130,40","101.190,00","26,16",Spanien,Bolsa De Madrid,EUR,ES0116870314
ZEG,ZEGONA COMMUNICATIONS PLC,Kommunikation,Aktien,"2.611.889,52","0,03","2.611.889,52","168.470,00","15,50",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BVGBY890
HER,HERA,Versorger,Aktien,"2.604.927,84","0,03","2.604.927,84","657.478,00","3,96",Italien,Borsa Italiana,EUR,IT0001250932
AG1,AUTO1 GROUP,Zyklische Konsumgüter ,Aktien,"2.603.300,64","0,03","2.603.300,64","102.331,00","25,44",Deutschland,Xetra,EUR,DE000A2LQ884
BC,BRUNELLO CUCINELLI,Zyklische Konsumgüter ,Aktien,"2.588.617,82","0,03","2.588.617,82","27.757,00","93,26",Italien,Borsa Italiana,EUR,IT0004764699
BWY,BELLWAY PLC,Zyklische Konsumgüter ,Aktien,"2.585.378,75","0,03","2.585.378,75","85.851,00","30,11",Vereinigtes Königreich,London Stock Exchange,GBP,GB0000904986
RAA,RATIONAL AG,Industrie,Aktien,"2.576.496,00","0,03","2.576.496,00","4.129,00","624,00",Deutschland,Xetra,EUR,DE0007010803
CPR,DAVIDE CAMPARI MILANO NV,Nichtzyklische Konsumgüter,Aktien,"2.574.048,86","0,03","2.574.048,86","449.537,00","5,73",Italien,Borsa Italiana,EUR,NL0015435975
BOL,BOLLORE,Kommunikation,Aktien,"2.561.858,01","0,03","2.561.858,01","558.139,00","4,59",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000039299
GBF,BILFINGER,Industrie,Aktien,"2.551.731,20","0,03","2.551.731,20","24.256,00","105,20",Deutschland,Xetra,EUR,DE0005909006
SRP,SERCO GROUP PLC,Industrie,Aktien,"2.551.130,67","0,03","2.551.130,67","864.882,00","2,95",Vereinigtes Königreich,London Stock Exchange,GBP,GB0007973794
INVP,INVESTEC PLC,Financials,Aktien,"2.548.586,36","0,03","2.548.586,36","419.086,00","6,08",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B17BBQ50
GRF,GRIFOLS SA CLASS A,Gesundheitsversorgung,Aktien,"2.537.459,67","0,03","2.537.459,67","237.035,00","10,71",Spanien,Bolsa De Madrid,EUR,ES0171996087
NDA,AURUBIS AG,Materialien,Aktien,"2.524.909,80","0,03","2.524.909,80","21.729,00","116,20",Deutschland,Xetra,EUR,DE0006766504
SBMO,SBM OFFSHORE NV,Energie,Aktien,"2.504.295,42","0,03","2.504.295,42","102.551,00","24,42",Niederlande,Euronext Amsterdam,EUR,NL0000360618
SPM,SAIPEM,Energie,Aktien,"2.502.685,21","0,03","2.502.685,21","1.045.399,00","2,39",Italien,Borsa Italiana,EUR,IT0005495657
RAND,RANDSTAD HOLDING,Industrie,Aktien,"2.481.754,41","0,03","2.481.754,41","79.467,00","31,23",Niederlande,Euronext Amsterdam,EUR,NL0000379121
DRX,DRAX GROUP PLC,Versorger,Aktien,"2.481.006,83","0,03","2.481.006,83","284.938,00","8,71",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B1VNSX38
TEP,TELEPERFORMANCE,Industrie,Aktien,"2.479.730,76","0,03","2.479.730,76","42.201,00","58,76",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000051807
BGN,BANCA GENERALI,Financials,Aktien,"2.473.351,35","0,03","2.473.351,35","44.049,00","56,15",Italien,Borsa Italiana,EUR,IT0001031084
LOTB,LOTUS BAKERIES NV,Nichtzyklische Konsumgüter,Aktien,"2.463.300,00","0,03","2.463.300,00","322,00","7.650,00",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0003604155
SWEC B,SWECO CLASS B,Industrie,Aktien,"2.456.154,29","0,03","2.456.154,29","169.019,00","14,53",Schweden,Nasdaq Omx Nordic,SEK,SE0014960373
ENG,ENAGAS SA,Versorger,Aktien,"2.430.590,00","0,03","2.430.590,00","178.000,00","13,65",Spanien,Bolsa De Madrid,EUR,ES0130960018
AKE,ARKEMA SA,Materialien,Aktien,"2.384.407,35","0,03","2.384.407,35","46.891,00","50,85",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0010313833
EVK,EVONIK INDUSTRIES AG,Materialien,Aktien,"2.371.959,08","0,03","2.371.959,08","184.876,00","12,83",Deutschland,Xetra,EUR,DE000EVNK013
PNN,PENNON GROUP PLC,Versorger,Aktien,"2.361.855,02","0,03","2.361.855,02","396.588,00","5,96",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BNNTLN49
AYV,AYVENS SA,Industrie,Aktien,"2.346.052,80","0,03","2.346.052,80","214.840,00","10,92",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0013258662
RS1,RS GROUP PLC,Industrie,Aktien,"2.339.865,34","0,03","2.339.865,34","337.741,00","6,93",Vereinigtes Königreich,London Stock Exchange,GBP,GB0003096442
SFZN,SIEGFRIED HOLDING AG,Gesundheitsversorgung,Aktien,"2.330.674,57","0,03","2.330.674,57","29.875,00","78,01",Schweiz,SIX Swiss Exchange,CHF,CH1429326825
EMG,MAN GROUP PLC,Financials,Aktien,"2.316.148,77","0,02","2.316.148,77","937.173,00","2,47",Vereinigtes Königreich,London Stock Exchange,GBP,JE00BJ1DLW90
AED,AEDIFICA NV,Immobilien,Aktien,"2.307.316,20","0,02","2.307.316,20","36.393,00","63,40",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0003851681
SIGN,SIG GROUP N AG,Materialien,Aktien,"2.281.526,26","0,02","2.281.526,26","223.242,00","10,22",Schweiz,SIX Swiss Exchange,CHF,CH0435377954
CWK,CRANSWICK PLC,Nichtzyklische Konsumgüter,Aktien,"2.281.554,28","0,02","2.281.554,28","39.176,00","58,24",Vereinigtes Königreich,London Stock Exchange,GBP,GB0002318888
DIE,DIETEREN (D) SA,Zyklische Konsumgüter ,Aktien,"2.270.120,00","0,02","2.270.120,00","15.656,00","145,00",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0974259880
COFB,COFINIMMO REIT SA,Immobilien,Aktien,"2.266.008,90","0,02","2.266.008,90","30.274,00","74,85",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0003593044
MANTA,MANDATUM,Financials,Aktien,"2.256.844,36","0,02","2.256.844,36","341.739,00","6,60",Finnland,Nasdaq Omx Helsinki Ltd.,EUR,FI4000552526
WIE,WIENERBERGER AG,Materialien,Aktien,"2.247.845,60","0,02","2.247.845,60","78.596,00","28,60",Österreich,Wiener Boerse Ag,EUR,AT0000831706
MYCR,MYCRONIC,IT,Aktien,"2.246.270,06","0,02","2.246.270,06","112.367,00","19,99",Schweden,Nasdaq Omx Nordic,SEK,SE0025158629
ROR,ROTORK PLC,Industrie,Aktien,"2.243.870,19","0,02","2.243.870,19","604.166,00","3,71",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BVFNZH21
HUH1V,HUHTAMAKI,Materialien,Aktien,"2.219.955,36","0,02","2.219.955,36","77.784,00","28,54",Finnland,Nasdaq Omx Helsinki Ltd.,EUR,FI0009000459
ALLFG,ALLFUNDS GROUP PLC,Financials,Aktien,"2.213.733,48","0,02","2.213.733,48","282.184,00","7,84",Niederlande,Euronext Amsterdam,EUR,GB00BNTJ3546
COV,COVIVIO SA,Immobilien,Aktien,"2.200.258,60","0,02","2.200.258,60","40.897,00","53,80",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000064578
FTK,FLATEXDEGIRO N AG,Financials,Aktien,"2.181.013,52","0,02","2.181.013,52","63.847,00","34,16",Deutschland,Xetra,EUR,DE000FTG1111
LATO B,LATOUR INVESTMENT CLASS B,Industrie,Aktien,"2.178.426,97","0,02","2.178.426,97","107.437,00","20,28",Schweden,Nasdaq Omx Nordic,SEK,SE0010100958
PLUS,PLUS500 LTD,Financials,Aktien,"2.175.894,50","0,02","2.175.894,50","55.867,00","38,95",Vereinigtes Königreich,London Stock Exchange,GBP,IL0011284465
RUI,RUBIS,Versorger,Aktien,"2.161.656,12","0,02","2.161.656,12","67.594,00","31,98",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0013269123
REY,REPLY,IT,Aktien,"2.160.512,20","0,02","2.160.512,20","18.403,00","117,40",Italien,Borsa Italiana,EUR,IT0005282865
SUNN,SUNRISE N CLASS A AG,Kommunikation,Aktien,"2.148.798,72","0,02","2.148.798,72","49.335,00","43,56",Schweiz,SIX Swiss Exchange,CHF,CH1386220409
RBREW,ROYAL UNIBREW,Nichtzyklische Konsumgüter,Aktien,"2.141.184,45","0,02","2.141.184,45","29.132,00","73,50",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0060634707
MBK,MBANK SA,Financials,Aktien,"2.115.744,65","0,02","2.115.744,65","8.851,00","239,04",Polen,Warsaw Stock Exchange/Equities/Main Market,PLN,PLBRE0000012
KBCA,KBC ANCORA NV,Financials,Aktien,"2.112.153,10","0,02","2.112.153,10","29.053,00","72,70",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0003867844
CMBN,CEMBRA MONEY BANK LTD,Financials,Aktien,"2.111.301,50","0,02","2.111.301,50","21.033,00","100,38",Schweiz,SIX Swiss Exchange,CHF,CH0225173167
CCL,CARNIVAL PLC,Zyklische Konsumgüter ,Aktien,"2.108.281,74","0,02","2.108.281,74","101.943,00","20,68",Vereinigtes Königreich,London Stock Exchange,GBP,GB0031215220
UMI,UMICORE SA,Materialien,Aktien,"2.106.733,38","0,02","2.106.733,38","133.422,00","15,79",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0974320526
BCVN,BC VAUD N,Financials,Aktien,"2.092.069,55","0,02","2.092.069,55","19.989,00","104,66",Schweiz,SIX Swiss Exchange,CHF,CH0531751755
TEG,TAG IMMOBILIEN AG,Immobilien,Aktien,"2.068.859,00","0,02","2.068.859,00","159.143,00","13,00",Deutschland,Xetra,EUR,DE0008303504
MOBN,MOBIMO HOLDING AG,Immobilien,Aktien,"2.069.035,34","0,02","2.069.035,34","5.524,00","374,55",Schweiz,SIX Swiss Exchange,CHF,CH0011108872
AALB,AALBERTS NV,Industrie,Aktien,"2.063.435,56","0,02","2.063.435,56","73.589,00","28,04",Niederlande,Euronext Amsterdam,EUR,NL0000852564
ARCAD,ARCADIS NV,Industrie,Aktien,"2.062.003,32","0,02","2.062.003,32","57.954,00","35,58",Niederlande,Euronext Amsterdam,EUR,NL0006237562
FDJU,FDJ UNITED,Zyklische Konsumgüter ,Aktien,"2.059.243,66","0,02","2.059.243,66","90.397,00","22,78",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0013451333
HOLM B,HOLMEN CLASS B,Materialien,Aktien,"2.052.592,94","0,02","2.052.592,94","65.166,00","31,50",Schweden,Nasdaq Omx Nordic,SEK,SE0011090018
GL9,GLANBIA PLC,Nichtzyklische Konsumgüter,Aktien,"2.049.914,49","0,02","2.049.914,49","140.309,00","14,61",Irland,Irish Stock Exchange - All Market,EUR,IE0000669501
NEXI,NEXI,Financials,Aktien,"2.047.617,55","0,02","2.047.617,55","509.738,00","4,02",Italien,Borsa Italiana,EUR,IT0005366767
HIK,HIKMA PHARMACEUTICALS PLC,Gesundheitsversorgung,Aktien,"2.044.093,54","0,02","2.044.093,54","116.766,00","17,51",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B0LCW083
RF,EURAZEO,Financials,Aktien,"2.041.247,10","0,02","2.041.247,10","37.731,00","54,10",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000121121
DEMANT,DEMANT,Gesundheitsversorgung,Aktien,"2.039.358,46","0,02","2.039.358,46","71.315,00","28,60",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0060738599
ROCK B,ROCKWOOL CLASS B,Industrie,Aktien,"2.029.035,63","0,02","2.029.035,63","71.271,00","28,47",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0063855168
FRO,FRONTLINE,Energie,Aktien,"2.018.599,18","0,02","2.018.599,18","104.068,00","19,40",Norwegen,Oslo Bors Asa,NOK,CY0200352116
ADP,AEROPORTS DE PARIS SA,Industrie,Aktien,"2.008.531,80","0,02","2.008.531,80","16.017,00","125,40",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0010340141
QQ.,QINETIQ GROUP PLC,Industrie,Aktien,"1.995.640,60","0,02","1.995.640,60","409.238,00","4,88",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B0WMWD03
LIGHT,SIGNIFY NV,Industrie,Aktien,"1.989.367,16","0,02","1.989.367,16","101.602,00","19,58",Niederlande,Euronext Amsterdam,EUR,NL0011821392
SUN,SULZER AG,Industrie,Aktien,"1.967.410,33","0,02","1.967.410,33","12.965,00","151,75",Schweiz,SIX Swiss Exchange,CHF,CH0038388911
INPST,INPOST SA,Industrie,Aktien,"1.912.399,47","0,02","1.912.399,47","196.043,00","9,76",Niederlande,Euronext Amsterdam,EUR,LU2290522684
UNI,UNICAJA BANCO SA,Financials,Aktien,"1.896.678,42","0,02","1.896.678,42","713.037,00","2,66",Spanien,Bolsa De Madrid,EUR,ES0180907000
THULE,THULE GROUP,Zyklische Konsumgüter ,Aktien,"1.888.537,54","0,02","1.888.537,54","84.286,00","22,41",Schweden,Nasdaq Omx Nordic,SEK,SE0006422390
AXFO,AXFOOD,Nichtzyklische Konsumgüter,Aktien,"1.870.227,44","0,02","1.870.227,44","75.966,00","24,62",Schweden,Nasdaq Omx Nordic,SEK,SE0006993770
VZN,VZ HOLDING AG,Financials,Aktien,"1.864.481,87","0,02","1.864.481,87","11.772,00","158,38",Schweiz,SIX Swiss Exchange,CHF,CH0528751586
VAR,VAR ENERGI,Energie,Aktien,"1.860.677,95","0,02","1.860.677,95","693.878,00","2,68",Norwegen,Oslo Bors Asa,NOK,NO0011202772
TOM,TOMRA SYSTEMS,Industrie,Aktien,"1.857.908,87","0,02","1.857.908,87","167.658,00","11,08",Norwegen,Oslo Bors Asa,NOK,NO0012470089
VK,VALLOUREC SA,Energie,Aktien,"1.844.976,75","0,02","1.844.976,75","120.390,00","15,32",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0013506730
FR,VALEO,Zyklische Konsumgüter ,Aktien,"1.844.053,75","0,02","1.844.053,75","163.625,00","11,27",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0013176526
USD,USD CASH,Cash und/oder Derivate,Geldmarkt,"1.838.399,30","0,02","1.838.399,30","2.140.264,00","85,90",Vereinigte Staaten,-,USD,
LOOMIS,LOOMIS CLASS B,Industrie,Aktien,"1.826.772,86","0,02","1.826.772,86","53.545,00","34,12",Schweden,Nasdaq Omx Nordic,SEK,SE0014504817
PHP,PRIMARY HEALTH PROPERTIES REIT PLC,Immobilien,Aktien,"1.822.162,12","0,02","1.822.162,12","1.685.242,00","1,08",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BYRJ5J14
FRA,FRAPORT FRANKFURT AIRPORT SERVICES,Industrie,Aktien,"1.814.562,75","0,02","1.814.562,75","26.587,00","68,25",Deutschland,Xetra,EUR,DE0005773303
INW,INFRASTRUTTURE WIRELESS ITALIANE,Kommunikation,Aktien,"1.800.015,26","0,02","1.800.015,26","240.483,00","7,49",Italien,Borsa Italiana,EUR,IT0005090300
FPE3,FUCHS PREF,Materialien,Aktien,"1.797.953,08","0,02","1.797.953,08","47.971,00","37,48",Deutschland,Xetra,EUR,DE000A3E5D64
VIS,VISCOFAN SA,Nichtzyklische Konsumgüter,Aktien,"1.788.633,00","0,02","1.788.633,00","34.265,00","52,20",Spanien,Bolsa De Madrid,EUR,ES0184262212
BYG,BIG YELLOW GROUP PLC,Immobilien,Aktien,"1.782.863,84","0,02","1.782.863,84","156.133,00","11,42",Vereinigtes Königreich,London Stock Exchange,GBP,GB0002869419
SHC,SHAFTESBURY CAPITAL PLC,Immobilien,Aktien,"1.779.588,67","0,02","1.779.588,67","1.136.948,00","1,57",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B62G9D36
CDI,CHRISTIAN DIOR,Zyklische Konsumgüter ,Aktien,"1.775.382,00","0,02","1.775.382,00","3.093,00","574,00",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000130403
AMBU B,AMBU CLASS B,Gesundheitsversorgung,Aktien,"1.768.999,70","0,02","1.768.999,70","155.361,00","11,39",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0060946788
TCAP,TP ICAP GROUP PLC,Financials,Aktien,"1.728.147,21","0,02","1.728.147,21","607.801,00","2,84",Vereinigtes Königreich,London Stock Exchange,GBP,JE00BMDZN391
KEMIRA,KEMIRA,Materialien,Aktien,"1.716.639,21","0,02","1.716.639,21","90.207,00","19,03",Finnland,Nasdaq Omx Helsinki Ltd.,EUR,FI0009004824
JD.,JD SPORTS FASHION PLC,Zyklische Konsumgüter ,Aktien,"1.705.039,49","0,02","1.705.039,49","1.888.228,00","0,90",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BM8Q5M07
VID,VIDRALA SA,Materialien,Aktien,"1.698.592,50","0,02","1.698.592,50","20.589,00","82,50",Spanien,Bolsa De Madrid,EUR,ES0183746314
AMV0,AUMOVIO N,Zyklische Konsumgüter ,Aktien,"1.687.392,00","0,02","1.687.392,00","40.176,00","42,00",Deutschland,Xetra,EUR,DE000AUM0V10
FLS,FLSMIDTH AND CO CLASS B,Industrie,Aktien,"1.688.051,10","0,02","1.688.051,10","30.107,00","56,07",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0010234467
CAMX,CAMURUS,Gesundheitsversorgung,Aktien,"1.686.014,45","0,02","1.686.014,45","30.783,00","54,77",Schweden,Nasdaq Omx Nordic,SEK,SE0007692850
VTY,VISTRY GROUP PLC,Zyklische Konsumgüter ,Aktien,"1.665.507,93","0,02","1.665.507,93","233.725,00","7,13",Vereinigtes Königreich,London Stock Exchange,GBP,GB0001859296
BUCN,BUCHER INDUSTRIES AG,Industrie,Aktien,"1.664.299,97","0,02","1.664.299,97","4.326,00","384,72",Schweiz,SIX Swiss Exchange,CHF,CH0002432174
UTG,UNITE GROUP PLC,Immobilien,Aktien,"1.657.327,18","0,02","1.657.327,18","280.715,00","5,90",Vereinigtes Königreich,London Stock Exchange,GBP,GB0006928617
BPT,BRIDGEPOINT GROUP PLC,Financials,Aktien,"1.637.732,03","0,02","1.637.732,03","512.299,00","3,20",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BND88V85
TBCG,TBC BANK GROUP PLC,Financials,Aktien,"1.613.686,13","0,02","1.613.686,13","35.705,00","45,20",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BYT18307
VPK,KONINKLIJKE VOPAK NV,Energie,Aktien,"1.609.278,82","0,02","1.609.278,82","42.551,00","37,82",Niederlande,Euronext Amsterdam,EUR,NL0009432491
PUM,PUMA,Zyklische Konsumgüter ,Aktien,"1.608.476,82","0,02","1.608.476,82","79.746,00","20,17",Deutschland,Xetra,EUR,DE0006969603
GFTU,GRAFTON GROUP PLC,Industrie,Aktien,"1.601.840,21","0,02","1.601.840,21","153.189,00","10,46",Vereinigtes Königreich,London Stock Exchange,GBP,IE00B00MZ448
WIHL,WIHLBORGS FASTIGHETER,Immobilien,Aktien,"1.561.855,60","0,02","1.561.855,60","189.788,00","8,23",Schweden,Nasdaq Omx Nordic,SEK,SE0018012635
SCT,SOFTCAT PLC,IT,Aktien,"1.551.787,36","0,02","1.551.787,36","94.644,00","16,40",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BYZDVK82
GRG,GREGGS PLC,Zyklische Konsumgüter ,Aktien,"1.546.526,43","0,02","1.546.526,43","82.468,00","18,75",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B63QSB39
EZJ,EASYJET PLC,Industrie,Aktien,"1.525.536,43","0,02","1.525.536,43","279.871,00","5,45",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B7KR2P84
ATE,ALTEN SA,IT,Aktien,"1.524.618,60","0,02","1.524.618,60","22.487,00","67,80",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000071946
PUIG,PUIG BRANDS SA CLASS B,Nichtzyklische Konsumgüter,Aktien,"1.504.022,85","0,02","1.504.022,85","101.281,00","14,85",Spanien,Bolsa De Madrid,EUR,ES0105777017
BAVA,BAVARIAN NORDIC,Gesundheitsversorgung,Aktien,"1.492.262,60","0,02","1.492.262,60","58.851,00","25,36",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0015998017
MF,WENDEL,Financials,Aktien,"1.477.615,00","0,02","1.477.615,00","19.066,00","77,50",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000121204
SOP,SOPRA STERIA GROUP,IT,Aktien,"1.471.197,00","0,02","1.471.197,00","10.778,00","136,50",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000050809
SFSN,SFS GROUP AG,Industrie,Aktien,"1.464.580,38","0,02","1.464.580,38","13.034,00","112,37",Schweiz,SIX Swiss Exchange,CHF,CH0239229302
DKSH,DKSH HOLDING AG,Industrie,Aktien,"1.459.748,63","0,02","1.459.748,63","24.801,00","58,86",Schweiz,SIX Swiss Exchange,CHF,CH0126673539
SDF,K+S AG,Materialien,Aktien,"1.459.755,27","0,02","1.459.755,27","123.813,00","11,79",Deutschland,Xetra,EUR,DE000KSAG888
HIAB,HIAB CORPORATION CLASS B,Industrie,Aktien,"1.459.125,90","0,02","1.459.125,90","29.241,00","49,90",Finnland,Nasdaq Omx Helsinki Ltd.,EUR,FI4000571013
NOD,NORDIC SEMICONDUCTOR,IT,Aktien,"1.458.436,23","0,02","1.458.436,23","132.724,00","10,99",Norwegen,Oslo Bors Asa,NOK,NO0003055501
HPOL B,HEXPOL CLASS B,Materialien,Aktien,"1.440.985,38","0,02","1.440.985,38","181.086,00","7,96",Schweden,Nasdaq Omx Nordic,SEK,SE0007074281
BAKKA,BAKKAFROST,Nichtzyklische Konsumgüter,Aktien,"1.413.436,82","0,02","1.413.436,82","34.637,00","40,81",Norwegen,Oslo Bors Asa,NOK,FO0000000179
WALL B,WALLENSTAM CLASS B,Immobilien,Aktien,"1.399.450,95","0,02","1.399.450,95","364.663,00","3,84",Schweden,Nasdaq Omx Nordic,SEK,SE0017780133
AMP,AMPLIFON,Gesundheitsversorgung,Aktien,"1.396.317,03","0,02","1.396.317,03","103.854,00","13,45",Italien,Borsa Italiana,EUR,IT0004056880
TECN,TECAN GROUP AG,Gesundheitsversorgung,Aktien,"1.384.539,08","0,01","1.384.539,08","10.006,00","138,37",Schweiz,SIX Swiss Exchange,CHF,CH0012100191
DLN,DERWENT LONDON REIT PLC,Immobilien,Aktien,"1.332.721,59","0,01","1.332.721,59","72.437,00","18,40",Vereinigtes Königreich,London Stock Exchange,GBP,GB0002652740
BME,B&M EUROPEAN VALUE RETAIL SA,Zyklische Konsumgüter ,Aktien,"1.324.398,29","0,01","1.324.398,29","740.571,00","1,79",Vereinigtes Königreich,London Stock Exchange,GBP,LU1072616219
AZE,AZELIS GROUP NV,Industrie,Aktien,"1.301.663,49","0,01","1.301.663,49","149.017,00","8,73",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0974400328
KINV B,KINNEVIK CLASS B,Financials,Aktien,"1.292.504,73","0,01","1.292.504,73","169.867,00","7,61",Schweden,Nasdaq Omx Nordic,SEK,SE0022060521
LXS,LANXESS AG,Materialien,Aktien,"1.229.883,91","0,01","1.229.883,91","71.881,00","17,11",Deutschland,Xetra,EUR,DE0005470405
OCDO,OCADO GROUP PLC,Nichtzyklische Konsumgüter,Aktien,"1.198.979,90","0,01","1.198.979,90","445.914,00","2,69",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B3MBS747
TATE,TATE AND LYLE PLC,Nichtzyklische Konsumgüter,Aktien,"1.175.238,48","0,01","1.175.238,48","280.795,00","4,19",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BP92CJ43
DIA,DIASORIN,Gesundheitsversorgung,Aktien,"1.105.933,16","0,01","1.105.933,16","18.059,00","61,24",Italien,Borsa Italiana,EUR,IT0003492391
SK,SEB SA,Zyklische Konsumgüter ,Aktien,"1.099.278,06","0,01","1.099.278,06","22.591,00","48,66",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000121709
HEM,HEMNET GROUP,Kommunikation,Aktien,"1.073.413,76","0,01","1.073.413,76","64.495,00","16,64",Schweden,Nasdaq Omx Nordic,SEK,SE0015671995
MTO,MITIE GROUP PLC,Industrie,Aktien,"881.775,45","0,01","881.775,45","472.800,00","1,87",Vereinigtes Königreich,London Stock Exchange,GBP,GB0004657408
CHF,CHF CASH,Cash und/oder Derivate,Geldmarkt,"740.999,92","0,01","740.999,92","692.424,00","107,01",Schweiz,-,CHF,
DKK,DKK CASH,Cash und/oder Derivate,Geldmarkt,"502.599,59","0,01","502.599,59","3.754.142,00","13,39",Dänemark,-,DKK,
SEK,SEK CASH,Cash und/oder Derivate,Geldmarkt,"418.763,06","0,00","418.763,06","4.541.554,00","9,22",Schweden,-,SEK,
PLN,PLN CASH,Cash und/oder Derivate,Geldmarkt,"266.738,24","0,00","266.738,24","1.127.031,00","23,67",Polen,-,PLN,
NOK,NOK CASH,Cash und/oder Derivate,Geldmarkt,"258.476,45","0,00","258.476,45","3.055.569,00","8,46",Norwegen,-,NOK,
ETD_EUR,ETD EUR BALANCE WITH R84910,Cash und/oder Derivate,Geldmarkt,"0,00","0,00","0,00","0,00","100,00",Europäische Union,-,EUR,
SXS,SPECTRIS PLC,IT,Aktien,"0,00","0,00","0,00","0,00","0,00",Vereinigtes Königreich,London Stock Exchange,GBP,GB0003308607
SXOZ5,STOXX EUROPE 600 DEC 25,Cash und/oder Derivate,Futures,"0,00","0,00","38.899.400,00","1.346,00","578,00",Europäische Union,Eurex Deutschland,EUR,
 ,,,,,,,,,,,,
